,datasetId,dsName,sumFormula,adduct,type
55250,2017-03-14_14h34m48s,Row001,C17H20O6,+Na,off
55252,2017-03-14_14h34m48s,Row001,C16H30O5,+K,off
55253,2017-03-14_14h34m48s,Row001,C20H20O5,+H,off
55254,2017-03-14_14h34m48s,Row001,C15H26O6,+K,off
55255,2017-03-14_14h34m48s,Row001,C20H26N4O,+H,off
55256,2017-03-14_14h34m48s,Row001,C21H36O3,+H,off
55258,2017-03-14_14h34m48s,Row001,C20H28NO2,+Na,off
55259,2017-03-14_14h34m48s,Row001,C19H24NO3,+Na,off
55260,2017-03-14_14h34m48s,Row001,C16H26O5,+K,off
55261,2017-03-14_14h34m48s,Row001,C19H22O4,+Na,off
55262,2017-03-14_14h34m48s,Row001,C20H30O4,+H,off
55263,2017-03-14_14h34m48s,Row001,C18H32O3,+K,off
55264,2017-03-14_14h34m48s,Row001,C21H28O2,+Na,off
55265,2017-03-14_14h34m48s,Row001,C17H22O5,+Na,off
55266,2017-03-14_14h34m48s,Row001,C15H28O5,+K,off
55267,2017-03-14_14h34m48s,Row001,C19H32O4,+H,off
55268,2017-03-14_14h34m48s,Row001,C18H28O5,+H,off
55269,2017-03-14_14h34m48s,Row001,C16H30O5,+Na,off
55270,2017-03-14_14h34m48s,Row001,C19H26O3,+Na,off
55271,2017-03-14_14h34m48s,Row001,C19H26O2,+K,off
55273,2017-03-14_14h34m48s,Row001,C17H22N4O,+Na,off
55274,2017-03-14_14h34m48s,Row001,C11H23O7P,+Na,off
55275,2017-03-14_14h34m48s,Row001,C18H32O3,+Na,off
55276,2017-03-14_14h34m48s,Row001,C18H20O5,+H,off
55277,2017-03-14_14h34m48s,Row001,C14H26O6,+Na,off
55278,2017-03-14_14h34m48s,Row001,C14H26O5,+K,off
55279,2017-03-14_14h34m48s,Row001,C17H22O4,+Na,off
55280,2017-03-14_14h34m48s,Row001,C15H28O5,+Na,off
55281,2017-03-14_14h34m48s,Row001,C19H32O3,+H,off
55282,2017-03-14_14h34m48s,Row001,C16H20O6,+H,off
55284,2017-03-14_14h34m48s,Row001,C19H24O2,+Na,off
55286,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H16O,+H,off
55287,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H20,+H,off
55288,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H14O2,+H,off
55290,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C6H18OSi2,+K,off
55291,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C8H18O3,+K,off
55292,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H16O4,+H,off
55293,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H22O3,+H,off
55294,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H12O3,+H,off
55295,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H14O3,+Na,off
55296,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C6H10N6O,+Na,off
55298,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H16O2,+H,off
55299,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H22,+K,off
55300,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H20O4,+H,off
55301,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H24,+H,off
55302,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H18O2,+H,off
55305,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H21N2O3,+H,off
55306,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H22O,+H,off
55309,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H21NO,+H,off
55311,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H20O5,+H,off
55312,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H18N6,+H,off
55313,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C8H12O5,+Na,off
55314,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C7H14OS3,+H,off
55315,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H24O,+H,off
55316,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H11ClO2,+Na,off
55317,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H12O4,+H,off
55318,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H15NO2S,+H,off
55319,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H20,+H,off
55320,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C7H15N3O2,+K,off
55321,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H24O2,+Na,off
55324,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H20O,+Na,off
55325,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H22O3,+H,off
55326,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H18O2,+Na,off
55329,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H26O2,+H,off
55330,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H24O3,+H,off
55331,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H24,+H,off
55332,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C6H12O6,+K,on
55334,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H9ClO3,+Na,off
55335,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H24O,+Na,off
55336,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H26,+K,off
55340,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H18NO3,+Na,off
55341,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H18O3,+K,off
55343,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H16O,+H,off
55344,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H18O,+Na,off
55349,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H16O,+K,off
55350,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H24O3,+H,off
55351,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H20O,+Na,off
55352,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C8H16N2O4,+Na,off
55353,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H16N2,+K,off
55355,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H19NO,+H,off
55356,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H18N2O4,+H,off
55357,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H22N2O3,+H,off
55358,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H22O2,+Na,off
55359,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C7H14O7,+Na,off
55360,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H26O3,+H,off
55361,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H26O2Si,+H,off
55362,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H16O3,+K,off
55364,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H22O2,+H,off
55366,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H20O3,+H,off
55367,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H20N2OS2,+H,off
55369,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C5H15N2O3PS,+Na,off
55370,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H28O,+H,off
55372,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C7H14N2O5S,+H,off
55374,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H6O5,+Na,off
55375,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H21NO3,+H,off
55376,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H26O2,+H,off
55379,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H11ClO,+Na,off
55380,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H25NO3,+H,off
55383,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H24O,+H,off
55384,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H23NO3,+H,off
55386,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H12O2,+Na,off
55387,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C8H11N3O4S,+H,off
55390,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H18O3,+K,off
55391,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H18O4,+Na,off
55392,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H28O4,+H,off
55393,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H8N2O2,+K,off
55394,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C7H16OS3,+K,off
55395,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H19NO2S2,+H,on
55396,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H28O,+H,off
55397,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H18O4,+H,off
55398,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H22O6,+H,off
55399,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H26O2,+H,off
55400,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H30O,+H,off
55401,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H21N3O3,+Na,off
55402,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H32O,+H,off
55403,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H30O2,+Na,off
55405,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H28N2OP2,+H,off
55406,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H26,+H,off
55407,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H33NO,+H,off
55408,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H28O3,+H,off
55409,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H25NO4,+H,off
55410,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H27NO3,+H,off
55411,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H24O2,+Na,off
55412,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H14O4,+K,off
55413,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H10O3,+Na,off
55414,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H19N5O4,+H,off
55415,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H10BrNO3,+H,off
55417,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H24O3,+Na,off
55419,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H25NO2,+H,off
55420,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H12O7S,+H,off
55421,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H16O6,+Na,off
55422,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H9NO2S,+Na,off
55423,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H28O2,+H,off
55424,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H24O6,+H,off
55427,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H22O4,+H,off
55428,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H35NO,+H,off
55429,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H27NO3,+H,off
55430,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H11N3O4S,+H,off
55431,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H36O,+H,off
55432,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H39N,+H,off
55433,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H16N2O2,+K,off
55434,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H19ClN2O2,+H,off
55435,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H24O2,+Na,off
55437,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H14O7,+K,off
55438,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H29NO3,+H,off
55439,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H38O,+H,off
55440,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H28O,+H,off
55441,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H28O4,+H,off
55442,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H24O2,+H,off
55443,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H14N2O3,+K,off
55445,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H32O2Si,+H,off
55446,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C6H10O10P,+H,off
55448,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H20O4,+Na,off
55449,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H18O5,+Na,off
55450,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H25NO5,+H,off
55451,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H17N3O6,+H,off
55452,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H24O2,+K,off
55454,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C9H19N5O3S,+H,off
55456,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H27NO2,+H,off
55458,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C8H20NO6P,+Na,on
55459,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H28O3,+Na,off
55460,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H20O2,+Na,off
55462,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H26O4,+Na,off
55463,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H30O3,+Na,off
55464,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H9NO2S,+K,off
55465,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H28O3,+K,off
55466,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H24O2,+Na,off
55467,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H24N2,+K,off
55468,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H20O6,+Na,off
55469,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H28N4O,+K,off
55470,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H26O,+H,off
55471,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H34O2,+H,on
55472,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H25NO4,+H,off
55473,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H28O2,+Na,off
55474,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H17NO6,+K,on
55475,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H36O2,+H,off
55477,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H26O3,+Na,off
55478,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H14ClN3O,+K,off
55479,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H29NO,+K,off
55480,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H27NO5,+H,off
55481,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H22O4,+H,off
55482,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H24O3,+K,off
55484,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H18O4S2,+H,off
55485,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H34O,+H,off
55486,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H12O8S,+H,off
55487,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H11ClN2O,+Na,off
55488,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H14N2O3,+Na,off
55489,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H15NO2S,+Na,off
55490,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H26O4,+H,off
55491,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H19N4O4,+Na,off
55492,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H28O3,+H,off
55494,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H39NO,+H,off
55496,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C11H11F3N2O3,+Na,off
55497,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H23N2S,+H,off
55501,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H14N2O4,+K,off
55502,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H32O4,+H,off
55503,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C8H16NO9P,+H,off
55505,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H26O7,+Na,off
55506,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H22O5,+Na,off
55509,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H30O2,+K,off
55510,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H10O8,+H,on
55511,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H24O4,+K,off
55512,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H34O2,+H,off
55513,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H24O5,+H,off
55514,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H16N6O,+H,off
55515,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H19ClN2O2,+K,off
55516,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H19NO4S,+Na,on
55517,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H30N4O2,+Na,off
55518,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H34O3,+Na,off
55519,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C12H14N4O4S,+H,off
55521,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H20O4,+H,off
55522,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H14N2OS2,+Na,off
55523,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H34NO2,+K,off
55524,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H32O4,+Na,off
55530,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H38O3,+H,off
55531,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H34O,+H,off
55533,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H35NO2,+H,on
55534,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H20O6,+Na,off
55537,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C10H12N4O4S,+K,off
55538,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H16O6S,+Na,off
55539,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H20O5S,+Na,off
55541,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H30O4,+K,off
55545,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H34O3,+K,off
55546,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H32O4,+H,off
55547,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H32N4O2,+K,off
55548,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C6H10S7,+Na,off
55549,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H12O5,+H,off
55550,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H38O4,+H,off
55551,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H24N2O3,+K,off
55553,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H18N3O5,+H,off
55554,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H19FN2O,+Na,off
55555,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H26N2O3,+K,off
55556,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H28O4,+H,off
55557,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H38O3,+Na,off
55558,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H20N2O3,+Na,off
55559,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H12N2O2,+Na,off
55561,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H13O7S,+H,off
55564,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C3H3Br2IO,+H,off
55565,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H39NO3,+H,off
55566,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C15H23N3O4S,+H,off
55567,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C13H21NO6S,+Na,off
55568,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H17N5O3,+K,off
55570,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H28O4,+Na,off
55571,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H30O6,+H,off
55572,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H24O8,+H,off
55575,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H24O6,+Na,off
55580,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H20N4O3S,+H,off
55582,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H24O7,+Na,off
55583,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H32O4,+H,off
55584,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H30O3S,+Na,off
55585,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H30O8,+H,off
55586,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H38O3,+K,off
55588,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H27NO4,+H,off
55590,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H37NO5,+H,off
55591,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C24H25NO2,+H,off
55593,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H34O4,+Na,off
55594,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H28O2,+K,off
55595,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H26O7,+Na,off
55596,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C25H48O,+H,off
55597,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H34NO3,+Na,off
55598,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H24N2O2,+Na,off
55599,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H32N2O,+K,off
55601,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H22ClN5O,+H,off
55603,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H30O7,+K,off
55604,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H30O8,+Na,off
55605,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H28N2O2,+Na,off
55607,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H39NO5,+H,off
55608,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H40O5,+H,off
55610,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H36O4,+H,off
55612,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H26NO3,+K,off
55614,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H20O9,+H,off
55615,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C14H20O10S,+H,off
55617,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C27H42O,+H,on
55621,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C25H36O3,+H,on
55622,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H34NO3,+K,off
55623,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H17ClN6O3,+H,off
55626,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H33N2O,+K,off
55628,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H34O5,+Na,off
55629,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H38O4,+K,on
55630,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H23N3O4,+H,on
55631,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H18ClNO4,+Na,off
55632,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H34O6,+Na,off
55635,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C21H40O4,+K,on
55638,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C27H44O2,+H,on
55640,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H20O6S,+Na,off
55641,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H34O8,+H,off
55643,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H44NO2,+K,off
55644,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H42O4,+K,on
55645,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C24H50O2,+K,on
55648,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H21N7O,+H,off
55649,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H18O12,+H,off
55650,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H20O7S,+Na,off
55651,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C16H18N2O9S,+H,off
55652,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H20O8,+H,off
55653,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H20N4O6,+K,off
55655,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H26O8,+Na,off
55656,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H38O4,+K,on
55657,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C20H41O7P,+H,on
55661,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C24H50S2,+Na,off
55662,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C30H48O,+H,off
55664,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C24H36O5,+Na,off
55667,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C26H52O2,+K,off
55668,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H37NO3S,+Na,off
55669,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C19H24N2O8,+K,off
55672,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C26H46O6,+H,on
55673,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H30O9,+Na,off
55674,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H38O9,+H,off
55675,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C17H30O14,+H,off
55677,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H50N2O5P,+H,off
55678,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C24H28O8,+Na,off
55679,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C27H46O4,+K,on
55686,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C30H36O6,+H,off
55687,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C29H48O6,+H,off
55688,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C24H50NO7P,+H,on
55693,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C29H47NO4,+K,on
55694,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C26H38O9,+Na,off
55695,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C23H39N3O8,+K,off
55696,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C26H54NO7P,+H,on
